time,tokens,prefix_tokens,rate,elapsed_s,queue,pending
2026-09-11 21:50:28,2048.0,387072.0,1338.56,168.22456455230713,7.0,7589704.0
2026-09-11 21:50:30,2048.0,389120.0,1379.9,170.22456455230713,7.0,7587656.0
2026-09-11 21:50:31,2048.0,391168.0,1591.99,171.22456455230713,7.0,7585608.0
2026-09-11 21:50:32,2048.0,393216.0,1555.86,172.22456455230713,7.0,7583560.0
2026-09-11 21:50:33,2048.0,395264.0,1936.88,173.22456455230713,7.0,7581512.0
2026-09-11 21:50:35,2048.0,397312.0,1325.14,175.22456455230713,7.0,7579464.0
2026-09-11 21:50:36,2048.0,399360.0,1440.99,176.22456455230713,7.0,7577416.0
2026-09-11 21:50:38,2048.0,401408.0,1155.94,178.22456455230713,7.0,7575368.0
2026-09-11 21:50:39,2048.0,403456.0,1503.08,179.22456455230713,7.0,7573320.0
2026-09-11 21:50:40,2048.0,405504.0,1976.42,180.22456455230713,7.0,7571272.0
2026-09-11 21:50:41,2048.0,407552.0,1911.89,181.22456455230713,7.0,7569224.0
2026-09-11 21:50:43,2048.0,409600.0,1812.35,183.22456455230713,7.0,7567176.0
2026-09-11 21:50:44,2048.0,411648.0,1982.14,184.22456455230713,7.0,7565128.0
2026-09-11 21:50:45,2048.0,413696.0,1862.27,185.22456455230713,7.0,7563080.0
2026-09-11 21:50:46,2048.0,415744.0,1820.16,186.22456455230713,7.0,7561032.0
2026-09-11 21:50:47,2048.0,417792.0,1977.53,187.22456455230713,7.0,7558984.0
2026-09-11 21:50:48,2048.0,419840.0,1680.21,188.22456455230713,7.0,7556936.0
2026-09-11 21:50:49,2048.0,421888.0,1761.96,189.22456455230713,7.0,7554888.0
2026-09-11 21:50:50,2048.0,423936.0,1767.56,190.22456455230713,7.0,7552840.0
2026-09-11 21:50:52,2048.0,425984.0,1756.9,192.22456455230713,7.0,7550792.0
2026-09-11 21:50:53,2048.0,428032.0,1742.51,193.22456455230713,7.0,7548744.0
2026-09-11 21:50:54,2048.0,430080.0,1711.6,194.22456455230713,7.0,7546696.0
2026-09-11 21:50:55,2048.0,432128.0,1669.67,195.22456455230713,7.0,7544648.0
2026-09-11 21:50:56,2048.0,434176.0,1675.21,196.22456455230713,7.0,7542600.0
2026-09-11 21:50:58,2048.0,436224.0,1656.89,198.22456455230713,7.0,7540552.0
2026-09-11 21:50:59,2048.0,438272.0,1562.33,199.22456455230713,7.0,7538504.0
2026-09-11 21:51:00,2048.0,440320.0,1405.92,200.22456455230713,7.0,7536456.0
2026-09-11 21:51:02,2048.0,442368.0,1421.06,202.22456455230713,7.0,7534408.0
2026-09-11 21:51:03,2048.0,444416.0,1413.11,203.22456455230713,7.0,7532360.0
2026-09-11 21:51:05,2048.0,446464.0,1404.3,205.22456455230713,7.0,7530312.0
2026-09-11 21:51:06,2048.0,448512.0,1786.63,206.22456455230713,7.0,7528264.0
2026-09-11 21:51:07,2048.0,450560.0,1437.64,207.22456455230713,7.0,7526216.0
2026-09-11 21:51:08,2048.0,452608.0,1766.83,208.22456455230713,7.0,7524168.0
2026-09-11 21:51:10,2048.0,454656.0,1277.6,210.22456455230713,7.0,7522120.0
2026-09-11 21:51:12,2048.0,456704.0,1388.75,212.22456455230713,7.0,7520072.0
2026-09-11 21:51:13,2048.0,458752.0,1781.0,213.22456455230713,7.0,7518024.0
